Issue key,Issue id,Project Manager,Status,Priority,Marketing Need,Business Impact,Summary,Customer Interest,Product,Product Manager
SLE-19295,486041,aginies,In Progress,Could Have,Medium,,[libvirt] Update libvirt to the latest version,,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-19283,485915,holgisms,Ready to release,Must Have,Very High,High,Solarflare needs the sfc driver update with patches going into kernel 5.14,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19282,485914,holgisms,Ready to release,Must Have,High,High,Update the Pensando ionic driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19281,485913,holgisms,In Progress,Must Have,High,High,Enable NVMe over Fabrics both Fibre Channel and TCP,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19280,485912,holgisms,In Progress,Should Have,High,High,Implement NVMf dispersed namespaces,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19279,485911,holgisms,In Progress,Should Have,High,High,Implement granular NVMf host error recovery on SLES,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19278,485910,holgisms,In Progress,Should Have,High,High,Add auto-reconnect functionality to NVMe/TCP,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19277,485909,holgisms,Ready to release,Must Have,Very High,Very High,Microchip smartpqi driver update,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19276,485908,holgisms,Ready to release,Must Have,Very High,High,Microchip hpsa driver update,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19275,485907,holgisms,In Progress,Must Have,Very High,High,Update the Microchip pm80xx/pm8001 driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19274,485906,holgisms,Ready to release,Must Have,High,High,Update the Microchip aacraid driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19273,485905,holgisms,In Progress,Should Have,High,High,Update the Microchip pmcraid driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19272,485904,holgisms,Ready to release,Must Have,Very High,High,Update the rshim to the most recent,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19271,485903,holgisms,In Progress,Must Have,Very High,High,Update iproute2 for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19270,485902,holgisms,In Progress,Must Have,High,High,libpacap1 update for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19269,485901,holgisms,Ready to release,Must Have,Very High,High,openssl update for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19267,485899,holgisms,In Progress,Must Have,Very High,High,Update ethtool including any Mellanox specifics,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19266,485898,holgisms,Ready to release,Must Have,Very High,High,Update the ibutils for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19265,485897,holgisms,Ready to release,Must Have,Very High,High,Update strongswan for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19263,485895,holgisms,In Progress,Must Have,Very High,High,Update the Open-lldpad for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19262,485894,holgisms,Ready to release,Must Have,Very High,High,Update linuxptp for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19261,485893,holgisms,Ready to release,Must Have,Very High,High,Update the mstflint for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19260,485892,holgisms,Ready to release,Must Have,Very High,High,Update ucx (openucx) Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19259,485891,holgisms,Ready to release,Must Have,Very High,High,Update the Mellanox/Nvidia libvma parts,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19258,485890,holgisms,Ready to release,Must Have,Very High,High,DPDK update to the latest upstream,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19257,485889,holgisms,Ready to release,Must Have,Very High,High,Update OVS so it reflects the most recent stable release,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19256,485888,holgisms,Ready to release,Must Have,Very High,High,Update the Mellanox/NVIDIA mlx4_en driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19255,485887,holgisms,Ready to release,Must Have,Very High,High,Update the Mellanox/NVIDIA mlx4_ib driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19254,485886,holgisms,Ready to release,Must Have,Very High,High,Update the Mellanox/NVIDIA mlx4_core,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19253,485885,holgisms,Ready to release,Must Have,Very High,High,Update the Mellanox/Nvidia mlx5_core driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19252,485884,holgisms,Ready to release,Must Have,Very High,High,Update opensm for Mellanox/NVIDIA,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19251,485883,holgisms,Ready to release,Should Have,High,High,Update the perftest for Mellanox/NVIDIA,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19250,485882,holgisms,Ready to release,Must Have,Very High,High,Update the Mellanox/NVIDIA mlx5_ib driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19249,485880,holgisms,Ready to release,Must Have,Very High,High,Update the rdma core for Mellanox/NVIDIA,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19248,485879,a_faerber,Ready to release,Should Have,Very High,High,Update the Mellanox/NVIDIA BlueField-2 SoC,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19247,485878,holgisms,Ready to release,Must Have,Very High,High,Support the Mellanox/NVIDIA ConnectX 7,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19246,485877,holgisms,In Progress,Must Have,Very High,Very High,Add NVIDIA BlueField-3 support along with 1 and 2,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19245,485876,holgisms,In Progress,Should Have,High,High,NVMe over TCP support,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19244,485875,holgisms,In Progress,Should Have,High,High,NVMe over Fibre Channel Boot from SAN support.,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19044,485333,msmeissn,In Progress,Could Have,High,,openSSL 3,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-19039,485328,aginies,Rejected,Could Have,Medium,Medium,ARMv8.2 SPE in guest,Medium,SUSE Linux Enterprise Server 15 SP4,drdavis
SLE-19031,485319,Jeffreycheung,Ready to release,Should Have,,, [AMD  Feature] Genoa: 5-level page table updates,,SUSE Linux Enterprise Server 15 SP4,drdavis
SLE-19022,485309,ihno,Ready to release,Must Have,High,High,Add kernel debug infos for decompressor stage to kernel-debug package,High,SUSE Linux Enterprise Server 15 SP4,mcowley
SLE-19013,485277,holgisms,In Progress,Must Have,Very High,High,Need to enable boot from SAN with NVMe over Fibre,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19012,485276,holgisms,In Progress,Must Have,Very High,High,Marvell cnic driver update,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19011,485275,holgisms,In Progress,Must Have,Very High,High,Update the Marvell bnx2fc kernel driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19010,485274,holgisms,Ready to release,Must Have,Very High,High,Update the Marvell bnx2i driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19009,485273,holgisms,In Progress,Must Have,Very High,High,Update the Marvell bnx2 driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19008,485272,holgisms,Ready to release,Must Have,Very High,High,Update the Marvell bnx2x driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19007,485271,holgisms,In Progress,Should Have,High,High,Update the Marvell bfa driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19006,485270,holgisms,In Progress,Should Have,High,High,Upate the Marvell bna driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19005,485269,holgisms,In Progress,Must Have,Very High,High,Update the Marvell qlge driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19004,485268,holgisms,In Progress,Must Have,Very High,High,Update the Marvell qlcnic driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19003,485267,holgisms,Ready to release,Must Have,Very High,High,Update the Marvell qedf driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19002,485266,holgisms,Ready to release,Must Have,Very High,High,Update the Marvell qedi driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19001,485265,holgisms,Ready to release,Must Have,Very High,High,Update the Marvell qed driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-19000,485264,holgisms,In Progress,Must Have,Very High,High,Update the Marvell qede driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18999,485263,holgisms,Ready to release,Must Have,Very High,High,Update the Marvell libqedr library,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18998,485261,holgisms,In Progress,Must Have,Very High,High,Update the Marvell qedr driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18997,485260,holgisms,Ready to release,Must Have,Very High,High,Update the Marvell atlantic kernel driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18996,485259,holgisms,In Progress,Must Have,Very High,High,Update the Marvell qla2xxx driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18995,485258,holgisms,Ready to release,Must Have,Very High,High,Add Fibre Channel key management capabilities to Strongswan,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18994,485253,holgisms,In Progress,Must Have,Very High,High,Update iproute2 for Chelsio,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18993,485252,holgisms,Ready to release,Must Have,Very High,High,Update the Chelsio cxgb4 firmware,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18992,485251,holgisms,Ready to release,Should Have,High,Medium,Update the Chelsio inline TLS driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18991,485250,holgisms,Ready to release,Must Have,Very High,High,Update to the latest OVS,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18990,485249,holgisms,Ready to release,Should Have,High,Medium,Update the Chelsio soft iWarp,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18989,485248,holgisms,Ready to release,Should Have,High,High,Update the Chelsio csiostor driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18988,485247,holgisms,Ready to release,Must Have,Very High,High,Update specific Chelsio parts of libibverbs,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18987,485246,holgisms,In Progress,Must Have,High,High,Update the Chelsio cxgb4 driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18986,485245,holgisms,Ready to release,Must Have,High,High,Update the Chelsio cxgb4i driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18985,485244,holgisms,In Progress,Must Have,Very High,High,Update the Chelsio cxgb4vf driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18984,485243,holgisms,Ready to release,Must Have,High,High,Update the Chelsio iw_cxgb4 driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18983,485242,holgisms,In Progress,Must Have,High,High,Update the Chelsio cxgbit driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18982,485241,holgisms,Ready to release,Must Have,High,High,Update the Chelsio libcxgb4 library,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18981,485240,holgisms,In Progress,Must Have,High,High,Update the Chelsio libcxgbi library,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18980,485239,holgisms,Ready to release,Must Have,High,High,Update the Chelsio chcr,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18979,485238,holgisms,Ready to release,Must Have,Very High,High,Updates chelsio dpdk,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18978,485237,holgisms,Ready to release,Must Have,Very High,High,Broadcom bnxt_en driver update,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18977,485236,holgisms,Ready to release,Must Have,Very High,High,Broadcom bnxt_re driver update,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18976,485235,holgisms,Ready to release,Must Have,Very High,High,Broadcom libbnxtre update,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18975,485234,holgisms,Ready to release,Must Have,Very High,High,Broadcom OVS updates,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18974,485233,holgisms,Ready to release,Must Have,Very High,High,Broadcom dpdk driver updates,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18973,485232,holgisms,Ready to release,Must Have,Very High,High,Update the Broadcom be2iscsi driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18972,485231,holgisms,In Progress,Must Have,Very High,High,Update the Broadcom be2net driver,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18971,485230,holgisms,Ready to release,Must Have,High,High,Update the Broadcom tg3 driver from the latest upstream parts,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18970,485229,holgisms,In Progress,Must Have,Very High,High,Broadcom Emulex lpfc driver update,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18969,485228,holgisms,Ready to release,Must Have,Very High,High,Broadcom mpi3mr driver addition,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18968,485227,holgisms,Ready to release,Must Have,High,High,Update the Broadcom megaraid_sas driver,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18967,485226,holgisms,Ready to release,Must Have,High,High,Broadcom/LSI mpt2sas/mpt3sas update,High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-18966,485222,Jeffreycheung,Rejected,Could Have,,,Graphics: llvm,,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-18965,485221,Jeffreycheung,Rejected,Could Have,,,Graphics: Common Clang,,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-18964,485220,Jeffreycheung,Ready to release,Could Have,Medium,,Graphics: Open CL Driver Update,,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-18963,485219,suntorytimed,Rejected,Could Have,,,Graphics: SPIRV-Translator,,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-18962,485218,suntorytimed,Rejected,Could Have,,,Graphics: IGC,,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-18960,485216,suntorytimed,Rejected,Could Have,High,,Enable Intel® Security Libraries (iSECL) package in SLES ,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18956,485211,Jeffreycheung,Ready to release,Could Have,,,[SLES15 SP4 Feat] Intel QAT Update - QATlib (User Space Changes),,SUSE Linux Enterprise Server 15 SP4,macrue
SLE-18951,485206,LPechacek,Rejected,Could Have,,,DSA: IDXD (DSA) driver stage 3,,SUSE Linux Enterprise Server 15 SP4,macrue
SLE-18783,484672,ihno,Rejected,Must Have,High,High,PCI auto-activate for DPM,High,SUSE Linux Enterprise Server 15 SP4,mcowley
SLE-18751,484389,Jeffreycheung,In Progress,Wish to Have,Medium,Medium,Include package - keycloak,Medium,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-19557,486619,horon,In Progress,Must Have,High,High,Enable NX-GZIP support with DLPAR and LPM operations,High,SUSE Linux Enterprise Server 15 SP4,mcowley
SLE-18902,485013,LPechacek,Rejected,Could Have,,,CPU Features: Enable vAES-GCM algorithm in the kernel crypto library,,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-18888,484999,Jeffreycheung,Rejected,Could Have,,,IOMMU: Add a check to Interrupt Redirection Code if IMS can be supported in the platform,,SUSE Linux Enterprise Server 15 SP4,macrue
SLE-19620,487109,Jeffreycheung,In Progress,Must Have,High,High,Yearly (2021) update for the Toolchain/Development modules,High,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-17702,461081,aginies,In Progress,Could Have,Low,,KVM: Support guest CET feature,,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-17621,459900,Jeffreycheung,In Progress,Could Have,High,High,Add support for a NVMe-oF-TCP CDC Client in SLES - TP 8010,High,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-17566,459250,ta-ro,In Progress,Should Have,Low,Medium,Document ZFS implications and alternatives,High,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18351,482702,suntorytimed,Rejected,Could Have,Low,,"Update ghc (updating rstudio to the latest release requires updates to: boost, pandoc, qt5, mathjax, clang, gcc)",,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18272,481839,horon,In Progress,Should Have,Low,High,Sandbox capture kernel's initrd in production kernel initrd to activate it only when needed (FADump)(kdump),High,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18271,481829,horon,In Progress,Must Have,High,High,Power guest secure boot with static keys: GRUB2 signing portion (crypto),High,SUSE Linux Enterprise Server 15 SP4,mcowley
SLE-18265,481823,ihno,In Progress,Should Have,Medium,High,Add the keylime package (attestation),High,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-14552,437975,suntorytimed,Rejected,Must Have,High,High,Replace rpm with rpm-ndb in Base Containers,Very High,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-17963,479248,a_faerber,TPM Evaluates,Could Have,Medium,Medium,Support Unified/User-space-access-intended Accelerator (uacce) Framework,Medium,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18247,481685,suntorytimed,Ready to release,Should Have,Low,Low,DNF stack update,Medium,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-16618,445283,a_faerber,Rejected,Could Have,,,SMMUv3.3 multi command queue,,SUSE Linux Enterprise Server 15 SP4,drdavis
SLE-16152,442875,aginies,In Progress,Should Have,Medium,Medium,[Research] Support VM migration with VFIO device,Medium,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-18145,480808,horon,Ready to release,Must Have,High,High,Power guest secure boot with static keys: kernel portion (crypto),High,SUSE Linux Enterprise Server 15 SP4,mcowley
SLE-18138,480801,horon,Ready to release,Must Have,High,High,Support PowerVM guest secure boot with signed kernel and secure kexec (crypto/ima),High,SUSE Linux Enterprise Server 15 SP4,mcowley
SLE-18125,480788,horon,In Progress,Must Have,High,High,Kernel lockdown for POWER (required for secure boot) (crypto/ima),High,SUSE Linux Enterprise Server 15 SP4,mcowley
SLE-16770,446987,Jeffreycheung,In Progress,Should Have,Medium,Medium,This will enable boot from NVMe-oF/TCP. The nBFT is similar in function to iBFT (iSCSI) and is currently being discussed in the relevant standards bodies.,Medium,SUSE Linux Enterprise Server 15 SP4,sbehlert
SLE-16769,446986,Jeffreycheung,In Progress,Could Have,Medium,Medium,[LATE] Include support in yast-installer to auto-detect and install to NVMe-oF TCP volumes,Medium,SUSE Linux Enterprise Server 15 SP4,LanceOrtiz
SLE-12903,431188,aginies,In Progress,Should Have,Low,Low,[research] QEMU: allow target-specific modules,Medium,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-11448,417755,suntorytimed,In Progress,Should Have,Medium,,Remove pam/nss ldap (SLE 15 SP4),,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-9293,404480,msmeissn,In Progress,Must Have,Medium,High,FIPS: Support NIST 800-90B entropy collection in Linux Kernel,High,SUSE Linux Enterprise Server 15 SP4,ktrepte
SLE-8061,401075,msmeissn,In Progress,Could Have,Medium,,FIPS: implement the IPSEC KDF for strongswan in openssl,,SUSE Linux Enterprise Server 15 SP4,ktrepte
SLE-3030,378563,aginies,In Progress,Could Have,Medium,Medium,Add API in libvirt to check if a guest is migratable to a host,Medium,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-2988,378521,aginies,In Progress,Could Have,Low,,[kvm] KVM SGX 2.0,,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-4503,381976,aginies,Rejected,Could Have,Medium,Medium,[libvirt] libvirt need to detect automatically new vol created in rdb pool,Medium,SUSE Linux Enterprise Server 15 SP4,ykornilov
SLE-20556,490335,rtsvetkov,In Progress,Could Have,Low,,Request for more descriptive information about Unixodbc drivers,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-19268,485900,holgisms,Ready to release,Must Have,Very High,High,Pull in openmpi2 updates for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-20416,489959,suntorytimed,In Progress,Could Have,Low,,Don't use UUID= in fstab for LUKS-back-up devices,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18534,483387,gameboy974,In Progress,Must Have,High,,SUSE Providing a 389ds Directory Server Container,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-21196,492399,gameboy974,In Progress,Must Have,High,Medium,Create an RMT container for SLE 15 SPx to bring the SLE world closer to the cloud- and container-native world,Medium,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-19264,485896,holgisms,Ready to release,Must Have,Very High,High,Update libvirt: nodedev for Mellanox/Nvidia,Very High,SUSE Linux Enterprise Server 15 SP4,poswald
SLE-21308,492785,suntorytimed,In Progress,Should Have,Medium,Low,Optional LUKS2 support for the Installer (Storage),Medium,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-22669,501513,suntorytimed,TPM Evaluates,Should Have,Low,Medium,GEHC: Request for self_update to work with packages on installation media,High,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-22170,496954,Jeffreycheung,In Progress,Should Have,Medium,,Update BPF tooling to their latest version in SLES15SP4,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18430,482958,horon,In Progress,Should Have,Medium,,New mechanism to handle the installer errors and summarize errors in the installer,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-21527,493488,suntorytimed,In Progress,Should Have,Medium,,Update the whole smart card package chain in SLE-15-SP4,,SUSE Linux Enterprise Server 15 SP4,msvec
SLE-18477,483109,a_faerber,TPM Evaluates,Should Have,Medium,Medium,Support Embedded Trace Macrocell on Hi1620 & Hi1630 (Ultrasoc),Medium,SUSE Linux Enterprise Server 15 SP4,sbehlert
