Issue key;Issue id;Custom field (Project Manager);Assignee;Status;Priority;Custom field (Marketing Need);Custom field (Team Leader);Custom field (Worker);Custom field (Business Impact);Custom field (Product Impact);Summary;Custom field (Customer Interest)
SLE-18580;483610;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: zfcp: Enhance user information about HBA firmware version;
SLE-18578;483608;;ptesarik;Blocked;Must Have;;ptesarik;ptesarik;;N/A;Dev: In-kernel crypto: SIMD implementation of chacha20;
SLE-18576;483606;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: EP11 related enhancements for pkey module;
SLE-18574;483604;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: zcrypt DD: Provide indications that ap bus initialization and DD bindings are complete;
SLE-18572;483602;;;Done;Must Have;;sfent;markkp;;Medium;Dev: libica: make software fallback call to openSSL/libcrypto;
SLE-18570;483600;;;Done;Must Have;;sfent;markkp;;Medium;Dev: openssl-ibmca: do not use libica software fallbacks (crypto);
SLE-18568;483598;;ptesarik;Under Review;Must Have;;ptesarik;ptesarik;;N/A;Dev: Auto scale crashkernel size with hardware changes;
SLE-18566;483596;;jsikes;Planning;Must Have;;kstreitova;jsikes;;N/A;Dev: Update PCRE2 for JIT and Performance Improvements on s390x;
SLE-18564;483593;;;Done;Must Have;;sfent;markkp;;Medium;Dev: Upgrade libica to latest version >= 3.8.0 (crypto);
SLE-18562;483591;;;Done;Must Have;;sfent;markkp;;Medium;Dev: Upgrade openssl-ibmca to latest version >= 2.2.0 (crypto);
SLE-18558;483587;;ptesarik;In Progress;Must Have;;ptesarik;ptesarik;;N/A;Dev: Upgrade the SMC driver to latest from upstream;
SLE-18556;483585;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;"Dev: Upgrade the QETH driver to latest from upstream, e.g. kernel 5.15";
SLE-18554;483583;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;"Dev: Upgrade the zfcp driver to latest from upstream, e.g. kernel 5.15";
SLE-18552;483581;;;Done;Must Have;;sfent;markkp;;N/A;Dev: Upgrade smc-tools to latest version >= 1.7.0;
SLE-18550;483579;;;Done;Must Have;;sfent;markkp;;Medium;Dev: Upgrade qclib to latest version > 2.3.0;
SLE-18548;483577;;;Done;Must Have;;sfent;markkp;;Medium;Dev: Upgrade openCryptoki to latest version > 3.16.0;
SLE-18546;483575;;markkp;Blocked;Must Have;;sfent;markkp;;Medium;Dev: Upgrade s390-tools to latest version > 2.16.0;
SLE-18544;483573;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: zcrypt DD: Toleration for new IBM Z Crypto Hardware;
SLE-18538;483457;;jfkw;Open;Should Have;;sreeves1;jfkw;;Medium;Dev: FIPS: supply a go built with openssl linkage;
SLE-18475;483105;;;Rejected;Must Have;;claudiofontana;none;;N/A;Dev: Live Migration support for Nvidia vGPU;
SLE-18469;483099;;;Planning;Must Have;;claudiofontana;none;;N/A;Dev: x86 NUMA supported configurations and limitation;
SLE-18465;483095;;aginies;In Progress;Must Have;;claudiofontana;charlesa;;N/A;Dev: Virt-manager refresh for SP4 release;
SLE-18463;483093;;aginies;Done;Must Have;;claudiofontana;jfehlig;;N/A;Dev: Libvirt refresh for SP4 release;
SLE-18461;483090;;jziviani;Open;Must Have;;claudiofontana;jziviani;;N/A;Dev: QEMU refresh for SP4 release;
SLE-18411;482907;;msmeissn;Planning;Must Have;;smanolov;msmeissn;;N/A;Dev: Rebase ima-evm-utils to the latest version;
SLE-18406;482902;;mgerstner;Done;Must Have;;smanolov;mgerstner;;N/A;Dev: Update TrouSerS and tpm-tools to the latest version;
SLE-18387;482883;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: Apply ima_measure_critical_data patches;
SLE-20821;491176;;;Planning;Must Have;;kukuk;none;;N/A;Dev: Add the keylime package (attestation);
SLE-20805;491053;;;Open;Should Have;;Neyleah;none;;Low;Dev: Provide Detailed Information on SP Changes on Package Level;
SLE-20796;491038;;mbrugger;Done;Must Have;;ptesarik;mbrugger;;N/A;Dev: Support Huawei/HiSilicon Hi1630 (Kunpeng 930) and Taishan server v3;
SLE-20790;491032;;iivanov;Done;Could Have;;ptesarik;iivanov;;N/A;Dev: Arm v8.7 Enhanced PAN / PAN3 ;
SLE-20788;491030;;mbrugger;In Progress;Could Have;;ptesarik;mbrugger;;N/A;Dev: ARM v8.7 Memory Tagging MTE3;
SLE-20784;491025;;ptesarik;Planning;Could Have;;ptesarik;;;N/A;Dev: ARMv8.3-pauth2 and ARMv8.3-FPAC;
SLE-20782;491023;;ykaukab;Blocked;Could Have;;ptesarik;ykaukab;;N/A;"Dev: ACPI PMU configuration for Porter, CCN, CCI, etc.";
SLE-20776;491017;;iivanov;Blocked;Could Have;;ptesarik;iivanov;;N/A;Dev: ARM v8.4 MPAM (Memory Partitioning and Monitoring);
SLE-20772;491013;;ykaukab;Done;Could Have;;ptesarik;ykaukab;;N/A;Dev: Porter (CMN-600) PMU kernel driver;
SLE-20770;491011;;ykaukab;Blocked;Should Have;;ptesarik;ykaukab;;N/A;Dev: Support Embedded Trace Macrocell on Hi1620 & Hi1630 (Ultrasoc);
SLE-20760;491001;;jones_tony;Blocked;Could Have;;mgorman;;;N/A;Dev: Arm PMU Support;
SLE-20758;490997;;clin;Blocked;Should Have;;joeyli;clin;;N/A;Dev: Huawei Kunpeng PMU new driver and perf event update;
SLE-20750;490987;;mbrugger;Done;Could Have;;ptesarik;mbrugger;;N/A;Dev: Add an option to disable Pointer Authentication;
SLE-20748;490984;;joro;Blocked;Should Have;;mhocko;;;Medium;Dev: Support Shared Virtual Addressing;
SLE-20735;490902;;colyli;Done;Should Have;;hreinecke;colyli;;Medium;Dev: Support configurable stripe size for MD RAID5;
SLE-20729;490895;;iivanov;Rejected;Could Have;;ptesarik;iivanov;;N/A;Dev: SMMUv3.3 multi command queue;
SLE-20726;490892;;ykaukab;Blocked;Could Have;;ptesarik;ykaukab;;N/A;Dev: Enable ACPI for LS1046A;
SLE-20723;490889;;ykaukab;In Progress;Could Have;;ptesarik;ykaukab;;N/A;Dev: Add restool: NXP DPAA2 network configuration tool;
SLE-20721;490887;;mbrugger;Done;Could Have;;ptesarik;mbrugger;;N/A;Dev: ISP1763 support - MPS3 USB kernel driver;
SLE-20718;490884;;ykaukab;Done;Should Have;;ptesarik;ykaukab;;N/A;Dev: Drop support for LX2160A Rev 1;
SLE-20715;490881;;ykaukab;Blocked;Could Have;;ptesarik;ykaukab;;N/A;Dev: Enable ACPI for LX2160A;
SLE-20713;490879;;mbrugger;Done;Should Have;;ptesarik;mbrugger;;N/A;Dev: Update the rshim from v2.0.5.8.3-bp153.1.8 to rshim-2.0.5-9.1;
SLE-20710;490875;;ykaukab;Done;Could Have;;ptesarik;ykaukab;;N/A;"Dev: Arm v9.0 ETE | TRBE";
SLE-20694;490857;;jmoellers;Done;Must Have;;BenniBrunner;jmoellers;;N/A;Dev: Provide pam_faillock to SLE12 and SLE15;
SLE-20684;490847;;;Done;Should Have;;sfent;rmax;;N/A;Dev: dnsmasq update to 2.83;
SLE-20669;490826;;;Planning;Could Have;;sreeves1;none;;N/A;Dev: Feature development on WSL-DistroLauncher;
SLE-20667;490824;;;Rejected;Could Have;;sreeves1;none;;N/A;Dev: Install Microsoft Terminal shortcuts (JSON definitions) with WSL-DistroLauncher;
SLE-20654;490777;;pauloac;Open;Should Have;;jmcdough;pauloac;;Low;Dev: Support switching DFS target servers without unmounting and remounting cifsfs;
SLE-20644;490535;holgisms;hreinecke;Planning;Should Have;;hreinecke;none;;Medium;Dev: Implement granular NVMf host error recovery on SLES;
SLE-20642;490533;holgisms;hreinecke;Blocked;Should Have;;hreinecke;hreinecke;;N/A;Dev: Implement NVMf dispersed namespaces;
SLE-20640;490531;holgisms;wagi;Open;Must Have;;hreinecke;wagi;;Medium;Dev: Enable NVMe over Fabrics both Fibre Channel and TCP;
SLE-20630;490514;;NMoreyChaisemartin;Done;Should Have;;hreinecke;NMoreyChaisemartin;;Medium;Dev: Update PSM2 library to have access to GPU updates and bug fixes;
SLE-20628;490512;;NMoreyChaisemartin;Done;Should Have;;hreinecke;NMoreyChaisemartin;;Low;Dev: Update fast fabric tools to provide additional reporting capability;
SLE-20626;490510;;;Done;Could Have;;hreinecke;tsbogend;;Medium;Dev: Bug fixes in ipoib and potential security related fixes;
SLE-20616;490500;;NMoreyChaisemartin;In Progress;Could Have;;hreinecke;NMoreyChaisemartin;;Low;Dev: Update libfabrics to get access to OPX provider;
SLE-20611;490494;holgisms;wagi;Open;Should Have;;hreinecke;wagi;;Medium;Dev: Add auto-reconnect functionality to NVMe/TCP;
SLE-20597;490466;;scabrero;In Progress;Should Have;;jmcdough;none;;Low;Dev: Update Samba to 4.15;
SLE-20590;490456;;goldwynr;In Progress;Could Have;;goldwynr;goldwynr;;Medium;Dev: Newer Apparmor 3.0.X or 3.1;
SLE-20583;490370;;tiwai;Done;Could Have;;ptesarik;tiwai;;N/A;Dev: [ADL-M] Alder Lake-M Audio Support;
SLE-20575;490354;;;Blocked;Could Have;;locilka;none;;Critical;Dev: Add support for Discoverable Partition Specification Support in Installer;
SLE-20573;490352;;;Done;Wish to Have;;kstreitova;none;;Low;Dev: Update cronie to 1.5.7 and add debianutils;
SLE-20571;490350;;;Blocked;Should Have;;locilka;none;;Medium;Dev: [YaST] Improved booting from remote disks;
SLE-20569;490348;;sbrabec;Planning;Could Have;;kstreitova;none;;N/A;Dev: Prevent fstrim impacting the performance;
SLE-20564;490343;;;Open;Could Have;;locilka;none;;Medium;Dev: A way to choose between dark and light mode depending on customer needs;
SLE-20559;490338;;;Planning;Could Have;;j_renner;none;;N/A;Dev: Simplifying installation of a package from repo with user-defined scheme prefixes;
SLE-20557;490336;;ancorgs;Done;Could Have;;locilka;ancorgs;;Medium;Dev: Don't use UUID= in fstab for LUKS-back-up devices;
SLE-20548;490326;;;Open;Could Have;;locilka;none;;Low;Dev: YaST2: Handle firstboot WSL-specific tasks;
SLE-20543;490320;;suntorytimed;Open;Should Have;;Neyleah;none;;Low;Dev: Migration from SLE 11 to SLE 15 SP4 no longer supported;
SLE-20539;490315;;firstyear;Open;Should Have;;jmcdough;;;High;Dev: Remove pam/nss ldap (SLE 15 SP4);
SLE-20521;490280;;ykaukab;Done;Could Have;;ptesarik;ykaukab;;N/A;Dev: Enable QSPI driver for Tegra SoCs;
SLE-20519;490277;;ykaukab;Done;Could Have;;ptesarik;ykaukab;;N/A;Dev: Enable Audio support for Tegra SOCs;
SLE-20499;490175;;;Open;Wish to Have;;sfent;rmax;;N/A;Dev: Provide Network Time Security (NTS) enabled versions of ntp/chrony;
SLE-20495;490171;;;Done;Could Have;;sfent;trenn;;Medium;"Dev: Tuned is an important package, especially for SLE for SAP";
SLE-20493;490168;;;Blocked;Could Have;;locilka;none;;Low;"Dev: change GRUB_TERMINAL in grub.cfg to ""console""";
SLE-20491;490165;;;Open;Could Have;;locilka;;;Medium;Dev: Installer could use SCC only for updates and fallback to Full Media for the rest;
SLE-20489;490162;;;Rejected;Could Have;;locilka;;;N/A;Dev: port gfxboot to grub2 for better installation menu;
SLE-20483;490156;;;Open;Should Have;;j_renner;none;;Low;Dev: [libzypp] TechPreview: Parallelizing operations during package installation;
SLE-20481;490154;;;Open;Should Have;;locilka;none;;Low;Dev: [YaST UI] Parallelizing operations during package installation;
SLE-20477;490150;;;Rejected;Should Have;;locilka;none;;Low;Dev: Need an AutoYaST Migration Tool;
SLE-20475;490148;;abergmann;Under Review;Should Have;;smanolov;none;;N/A;Dev: net-snmpd - fix config data location to comply w/ FHS (bsc #1181591);
SLE-20464;490136;;tsaupe;In Progress;Should Have;;BenniBrunner;none;;High;Dev: Deprecate mkinitrd wrapper and fix distro tools to use dracut directly (15 SP4);
SLE-20462;490131;;shundhammer;Done;Should Have;;locilka;none;;Low;Dev: Avoid enabling/starting YaST2 modules when there are missing dependencies;
SLE-20460;490127;;;Planning;Could Have;;sfent;;;N/A;Dev: Request to include a new package: redfish-finder;
SLE-20456;490123;;fstrba;Open;Should Have;;bruclik;none;;Low;"Dev: Java JDK Technology Compatibility Kit (TCK) Request, IBM Java 11";
SLE-20453;490120;;ailiopoulos;Done;Could Have;;goldwynr;none;;Medium;Dev: Update xfsprogs to latest stable release;
SLE-20449;490116;;;In Progress;Could Have;;matz2;marxin;;Low;Dev: Offer a service based on debuginfod;
SLE-20447;490114;;;Planning;Could Have;;mlschroe;none;;N/A;Dev: zypper is using df to determine free space and can block installation;
SLE-20423;489977;;;Done;Could Have;;sfent;trenn;;Medium;Dev: Update tmon package to latest factory/mainline sources;
SLE-20421;489975;;;Done;Should Have;;sfent;trenn;;Low;Dev: Update freeipmi package to latest factory/mainline sources;
SLE-20419;489973;;;Done;Should Have;;sfent;trenn;;Low;Dev: Update ipmitool package to latest factory/mainline version;
SLE-20417;489971;;;Done;Should Have;;sfent;trenn;;Medium;Dev: Update rasdaemon package to latest factory/mainline version;
SLE-20398;489936;;msmeissn;In Progress;Could Have;;smanolov;wfrisch;;N/A;Dev: 4C - Centralized Crypto Compliance Configuration;
SLE-20377;489913;;;Open;Should Have;;locilka;none;;Medium;Dev: New mechanism to handle the installer errors and summarize errors in the installer;
SLE-20374;489910;;ptesarik;Open;Should Have;;ptesarik;none;;Low;Dev: Sandbox capture kernel's initrd in production kernel initrd to activate it only when needed (FADump)(kdump);
SLE-20350;489725;;;Done;Should Have;;sfent;trenn;;Medium;Dev: Update numactl package to latest mainline/factory version;
SLE-21053;491928;;joeyli;In Progress;Should Have;;joeyli;none;;N/A;Dev: Update fwupd;
SLE-21040;491898;;pmonrealgonzalez;Done;Could Have;;kstreitova;pmonrealgonzalez;;Low;Dev: Add perl-Glib and perl-Gtk to SLE for use by pcsc-tools;
SLE-21038;491894;;;Planning;Should Have;;kukuk;lnussel;;N/A;Dev: Integrate TPM support into cryptsetup;
SLE-21030;491859;;LPechacek;In Progress;Must Have;;LPechacek;;;High;Dev: Notable kernel changes document;
SLE-21018;491747;rtsvetkov;;Done;Should Have;;sfent;rmax;;Medium;Dev: The tcl package in SLES 12 & 15 is over 4 years old (8.6.7) and 8.6.9 is a support requirement for ISV application on SLES.;
SLE-21006;491728;;;Rejected;Could Have;;ptesarik;none;;N/A;Dev: DSA: IDXD (DSA) driver stage 3;
SLE-20973;491680;;;Planning;Could Have;;claudiofontana;none;;N/A;Dev:   [SLES15 SP4] CrowPass enabling;
SLE-20971;491678;;jsikes;Open;Should Have;;kstreitova;jsikes;;N/A;Dev: FIPS: implement the IPSEC KDF for strongswan in openssl;
SLE-20961;491667;;jsikes;Done;Must Have;;kstreitova;jsikes;;High;Dev: Update openssl 1.1.1 to current stable  release;
SLE-20945;491509;;;Open;Could Have;;claudiofontana;dfaggioli;;N/A;Dev: KVM: Support guest CET feature;
SLE-20942;491506;;hreinecke;Planning;Should Have;;hreinecke;;;N/A;Dev: This will enable boot from NVMe-oF/TCP. The nBFT is similar in function to iBFT (iSCSI) and is currently being discussed in the relevant standards bodies.;
SLE-20940;491504;;;Planning;Could Have;;claudiofontana;;;N/A;Dev: [TP] ARM v8.4: Nested Virtualization Enhancements;
SLE-20920;491349;;joeyli;Blocked;Could Have;;joeyli;none;;N/A;Dev: Support Kunpeng CPU core isolation on error;
SLE-20918;491347;;joeyli;Blocked;Should Have;;joeyli;none;;N/A;Dev: Kunpeng IOMMU update;
SLE-20916;491338;;;Rejected;Could Have;;claudiofontana;none;;N/A;Dev: Virtualization - KVM: KVM TDX;
SLE-20302;489544;;;Blocked;Could Have;;mhocko;none;;N/A;Dev: AMD SEV-SNP Host support;
SLE-20283;489517;holgisms;wagi;Open;Should Have;;hreinecke;wagi;;Medium;Dev: NVMe over TCP support;
SLE-20281;489514;holgisms;wagi;Open;Should Have;;hreinecke;wagi;;Medium;Dev: NVMe over Fibre Channel Boot from SAN support.;
SLE-20279;489511;;;In Progress;Could Have;;matz2;none;;Low;Dev: Provide proper cross compilers;
SLE-20277;489508;;jirislaby;Blocked;Could Have;;mhocko;none;;Medium;Dev: [SLES15 SP4] CXL support;
SLE-20273;489503;;sbradnick;In Progress;Could Have;;sreeves1;none;;N/A;Dev: Add X11 support by default into our WSL2 images;
SLE-20265;489490;;jsikes;Planning;Should Have;;kstreitova;jsikes;;N/A;Dev: ship openssl 3.x parallel to openssl 1.1.1;
SLE-20257;489481;;;Planning;Should Have;;rsimai;;;N/A;Dev: [zypper-migration-plugin] Single click Leap migration to Leap/SLES;
SLE-20255;489479;;;Blocked;Should Have;;locilka;;;N/A;Dev: [yast] Single click Leap migration to Leap/SLES;
SLE-20253;489476;;mcepl;Open;Should Have;;kstreitova;none;;Low;Dev: Provide the recent python release (3.10) with SLE 15 SP4;
SLE-20250;489473;;;Blocked;Should Have;;locilka;none;;Low;Dev: Provide documentation about repository key handling;
SLE-20246;489469;;ataschner;Done;Should Have;;jgarlick;none;;N/A;Dev: supportconfig plugin required for cloud-init;
SLE-20239;489441;;hreinecke;Under Review;Could Have;;hreinecke;none;;N/A;Dev: Include support for TLSv1.3 in Linux Kernel to support NVMe-oF Encryption - TP 8011;
SLE-20237;489428;;;Planning;Should Have;;mhocko;none;;N/A;Dev: CXL Support (.IO) v1.1. and v 2.0;
SLE-20235;489426;;;Rejected;Should Have;;mhocko;none;;Medium;Dev: Range Encryption;
SLE-20233;489424;;;Blocked;Should Have;;mhocko;none;;Medium;Dev: SEV- MK;
SLE-20231;489422;;;Rejected;Could Have;;mhocko;none;;Medium;Dev: SME-MK;
SLE-20229;489401;;mvidner;Done;Could Have;;locilka;none;;Low;Dev: Sort devices by device number in YaST listings;
SLE-20225;489397;;teclator;In Progress;Should Have;;locilka;none;;Medium;Dev: Improve usability and provide more stable and faster formatting of DASD (S/390);
SLE-20223;489395;;;Done;Should Have;;sfent;rmax;;N/A;Dev: update sqlite3 to 3.35.2 or above;
SLE-20221;489393;;;In Progress;Could Have;;BenniBrunner;BenniBrunner;;N/A;Dev: Support systemd-zram-service package;
SLE-20217;489389;;;Open;Could Have;;locilka;none;;Low;Dev: AutoYaST: per-product schema;
SLE-20215;489387;;fbui;Open;Must Have;;BenniBrunner;none;;High;Dev: [systemd] Unlocking LUKS volumes with TPM2 or FIDO2 key;
SLE-20210;489380;;;Rejected;Should Have;;locilka;none;;N/A;Dev: Updating AutoYaST configuration file for next run;
SLE-20208;489376;;;Planning;Must Have;;pgonin;none;;N/A;Dev: [Docker] Fix handling of multiple networks having the same name (SAP patch);
SLE-20206;489374;;;Planning;Could Have;;pgonin;none;;N/A;Dev: KIWI: support msix image format using Microsoft MSIX SDK;
SLE-20204;489372;;;Planning;Could Have;;pgonin;none;;N/A;Dev: KIWI: support AppxManifest.xml validation via msix-packaging XSD schema definitions;
SLE-20202;489370;;;Planning;Could Have;;pgonin;none;;N/A;Dev: KIWI: support AppxManifest.xml snippets in KIWI image definition;
SLE-20200;489368;;;Planning;Could Have;;pgonin;none;;N/A;Dev: WSL KIWI: Specify build time only dependencies equivalent to BuildRequires;
SLE-20198;489366;;;Planning;Could Have;;kvanderveer;none;;N/A;Dev: KIWI: support XML templating for variable substitution;
SLE-20196;489363;;npower;Planning;Should Have;;jmcdough;none;;Medium;Dev: Make samba fit for container (reduce size);
SLE-20194;489361;;;Planning;Should Have;;sfent;none;;N/A;Dev: Add redfish-finder functionality based on wicked instead of NetworkManager;
SLE-20192;489359;;scabrero;Done;Should Have;;jmcdough;none;;Low;Dev: Update sssd;
SLE-20190;489356;;;Planning;Could Have;;joeyli;none;;N/A;Dev: Recovery OS through new HTTP network stack in UEFI;
SLE-20188;489354;;wagi;In Progress;Must Have;;hreinecke;wagi;;Medium;Dev: NVMe: Include libnvme package in SLES 15 SP4;
SLE-20186;489352;;hreinecke;Under Review;Could Have;;hreinecke;hreinecke;;Medium;Dev: NVMe-oF TCP: In-band authentication support - TP8006;
SLE-20181;489210;;;Open;Should Have;;suntorytimed;none;;Medium;Dev: Test Epic for TL Evaluation Demo;
SLE-20177;489188;;gyribeiro;In Progress;Must Have;;Neyleah;;;Medium;Dev: Drop Python 2 (15 SP4);
SLE-20175;489186;;gyribeiro;In Progress;Must Have;;kstreitova;;;High;Dev: Remove Python module (15 SP4);
SLE-20174;489179;;;In Progress;Should Have;;matz2;matz2;;High;Dev: Prepare Glibc for live patching;
SLE-20173;489178;;simotek;Open;Should Have;;kstreitova;;;Medium;Dev: Integrate User Space Live Patching (ULP) into SLE;
SLE-20169;489174;;wagi;Done;Must Have;;hreinecke;wagi;;Medium;Dev: Update lpfc driver for POWER (Broadcom);
SLE-20167;489171;;michals;Blocked;Must Have;;ptesarik;michals;;Low;Dev: PowerVM: Multiqueue support for ibmvfc scsi driver (NPIV);
SLE-20165;489169;;wagi;Done;Must Have;;hreinecke;wagi;;Medium;Dev: Update qla2xxx driver for POWER (Marvell/QLogic);
SLE-20161;489165;;ptesarik;Open;Must Have;;ptesarik;;;N/A;Dev: supportutils package update ('TestOnly' especially on [P10]);
SLE-20159;489163;;wagi;Open;Must Have;;hreinecke;wagi;;Medium;Dev: nvme-cli package update for ppc64le;
SLE-20155;489159;;jsikes;In Progress;Must Have;;kstreitova;none;;Low;Dev: Using user/group negation in sudoers.ldap doesn't work;
SLE-20152;489156;;pmonrealgonzalez;Done;Must Have;;kstreitova;pmonrealgonzalez;;Low;Dev: gpgme upgrade;
SLE-20149;489025;;patrikjakobsson;In Progress;Could Have;;ptesarik;;;N/A;Dev: Graphics: Open CL Driver Update;
SLE-20141;488987;;;Planning;Should Have;;yfjiang;none;;N/A;Dev: Make current printer/scanner auto-detection work and facilitate cross routing domain integration;
SLE-20137;488973;;dmulder;In Progress;Could Have;;jmcdough;none;;Low;Dev: SLES AD Autoenrollement;
SLE-20135;488970;;StevenK;Planning;Could Have;;dirkmueller;none;;N/A;Dev: maintain rpmlint properly;
SLE-20128;488951;;joeyli;In Progress;Should Have;;joeyli;none;;N/A;Dev: Implement ACPI v6.4;
SLE-20123;488933;;fbui;Done;Should Have;;BenniBrunner;fbui;;High;Dev: Update systemd to v249+;
SLE-20121;488931;;mcepl;Done;Should Have;;kstreitova;none;;Low;Dev: Update python-rpm-macros;
SLE-20119;488929;;qzhao;In Progress;Must Have;;yfjiang;none;;Medium;Dev: upgrade icu >= 67.1;
SLE-20117;488927;;tsaupe;Done;Must Have;;BenniBrunner;tsaupe;;Low;Dev: udisks2 upgrade;
SLE-20113;488923;;;In Progress;Must Have;;kstreitova;none;;Medium;Dev: ship python36-dataclasses;
SLE-20111;488921;;msmeissn;In Progress;Must Have;;smanolov;jsegitz;;N/A;Dev: upgrade polkit-default-privs;
SLE-20107;488917;;jsegitz;Open;Should Have;;smanolov;jsegitz;;N/A;Dev: Update SELinux in SLE15;
SLE-20070;488860;;matz2;In Progress;Should Have;;matz2;;;Medium;Dev: Provide User Space Live Patching technology for SLE;
SLE-19647;487164;;dspinella;Done;Must Have;;kstreitova;;;Low;Dev: Review/upgrade accel-config to match 15 SP4 kernel;
SLE-19646;487160;;mwilck;In Progress;Must Have;;hreinecke;mwilck;;Medium;Dev: Review/upgrade suse-module-tools to match 15 SP4 kernel;
SLE-19644;487158;;;Planning;Must Have;;ptesarik;;;N/A;Dev: Review/upgrade iw to match 15 SP4 kernel;
SLE-19643;487157;;mkubecek;Open;Must Have;;hreinecke;mkubecek;;Medium;Dev: Review/upgrade iproute2 to match 15 SP4 kernel;
SLE-19642;487155;;dspinella;In Progress;Must Have;;kstreitova;;;Medium;Dev: Review/upgrade iptables to match 15 SP4 kernel;
SLE-19641;487154;;mkubecek;Open;Must Have;;hreinecke;mkubecek;;Medium;Dev: Review/upgrade ethtool to match 15 SP4 kernel;
SLE-19639;487150;;colyli;Open;Must Have;;hreinecke;colyli;;Medium;Dev: Review/upgrade mdadm to match 15 SP4 kernel;
SLE-19638;487149;;mwilck;In Progress;Must Have;;hreinecke;mwilck;;Medium;Dev: Review/upgrade multipath-tools to match 15 SP4 kernel;
SLE-19637;487148;;lee_duncan;Open;Must Have;;hreinecke;lee_duncan;;Medium;Dev: Review/upgrade lio-utils to match 15 SP4 kernel;
SLE-19636;487146;;jankara;In Progress;Must Have;;mgorman;;;Low;Dev: Review/upgrade e2fsprogs to match 15 SP4 kernel;
SLE-19635;487144;;ailiopoulos;Done;Must Have;;goldwynr;;;Low;Dev: Review/upgrade xfsprogs to match 15 SP4 kernel;
SLE-19634;487143;;goldwynr;In Progress;Must Have;;goldwynr;;;Medium;Dev: Review/upgrade btrfsprogs to match 15 SP4 kernel;
SLE-19627;487120;;;In Progress;Must Have;;matz2;rguenther;;Medium;Dev: Yearly (2021) update for the Toolchain/Development modules;
SLE-19623;487112;;;Rejected;Could Have;;mhocko;none;;N/A;Dev: Performance and Scalability: Avoid clock watchdog when not needed;
SLE-19616;487104;;;Rejected;Could Have;;mhocko;none;;N/A;Dev: CPU Features: Need OS support to implement MCU lockout MSR.;
SLE-19614;487102;;joeyli;Rejected;Could Have;;joeyli;none;;N/A;Dev: ACPI: Implement Platform RunTime Mechanism in Linux (PRM);
SLE-19612;487100;;;Blocked;Could Have;;mhocko;none;;N/A;"Dev: CPU Features, Tools: ICX: numatop support";
SLE-19610;487098;;mvidner;Done;Must Have;;locilka;none;;Low;Dev: Enable Installer to Configure VLAN (linuxrc);
SLE-19608;487096;;;Planning;Must Have;;ptesarik;none;;N/A;Dev: Tool to persistently configure vfio-ap devices - mdevctl part;
SLE-19604;487091;;;Rejected;Must Have;;ptesarik;none;;N/A;Dev: SMC-D: Prometheus Integration;
SLE-19602;487089;;;Done;Must Have;;sfent;markkp;;Medium;Dev: New package request: libzpc: protected key crypto library (for s390x);
SLE-19600;487074;;jones_tony;Rejected;Could Have;;mgorman;none;;Low;Dev: perf: Support CET backtracing in perf;
SLE-19598;487072;;;Rejected;Could Have;;mhocko;none;;N/A;Dev: SGX: SGX-EDMM;
SLE-19596;487053;;;Planning;Could Have;;ptesarik;none;;N/A;Dev: [ADL] New device IDs for ADL-M;
SLE-22094;495999;suntorytimed;dspinella;Done;Could Have;;kstreitova;none;;Low;Dev: sles15sp4: Update libnftnl to 1.2.0;
SLE-22092;495997;suntorytimed;sbrabec;Done;Should Have;;kstreitova;sbrabec;;Low;Dev: Update groff;
SLE-22085;495990;suntorytimed;dspinella;Rejected;Could Have;;kstreitova;none;;N/A;Dev: Update libidn to 1.38 in SLE15-SP4;
SLE-22082;495987;suntorytimed;dspinella;Done;Could Have;;kstreitova;none;;Low;Dev: Update cpio to 2.13;
SLE-22079;495984;suntorytimed;dspinella;Done;Could Have;;kstreitova;none;;Low;Dev: Update dump to 0.4b47;
SLE-22076;495981;suntorytimed;dspinella;Done;Could Have;;kstreitova;none;;Low;Dev: Update less to 590;
SLE-22073;495978;suntorytimed;dspinella;Open;Should Have;;kstreitova;none;;Medium;Dev: Update subversion to 1.14.1 in SLE15-SP4;
SLE-22069;495974;suntorytimed;;Open;Should Have;;locilka;none;;Medium;Dev: Make AppArmor or SELinux Story Finally Great;
SLE-22066;495971;suntorytimed;dspinella;Open;Could Have;;kstreitova;none;;Low;Dev: sle15sp4: Update at to the newer version;
SLE-22063;495968;suntorytimed;pmonrealgonzalez;Done;Could Have;;kstreitova;pmonrealgonzalez;;Low;Dev: Update curl to the latest version in SLE-15-SP4;
SLE-22060;495965;suntorytimed;dspinella;Done;Could Have;;kstreitova;none;;Low;Dev: sle15sp4: Update bzip2 to 1.0.8;
SLE-22057;495962;suntorytimed;dspinella;Open;Should Have;;kstreitova;none;;Low;Dev: sle15sp4: Update tar to 1.34;
SLE-22048;495911;Jeffreycheung;;Rejected;Could Have;;bruclik;adamm;;N/A;"Dev: The default boost version is rather old, a newer default would be beneficial";
